"id","mssubclass","lotfrontage","lotarea","garagearea","grlivarea","totalbsmtsf","saleprice","lotfrontage_meannorm","lotarea_meannorm","garagearea_meannorm","grlivarea_meannorm","totalbsmtsf_meannorm","saleprice_meannorm"
726,"1-STORY 1946 & NEWER ALL STYLES",60,6960,660,864,864,120500,-0.03441766564392686473,-0.01662496474417154409,0.13188988929033753886,-0.12273242250002580752,-0.03165784812680761383,-0.08390667392085954590
374,"1-STORY 1946 & NEWER ALL STYLES",79,10634,270,1319,608,123000,0.03065082750675806678,0.00054767308330748089,-0.14314537164055103660,-0.03701275407500696803,-0.07355637513171759746,-0.08043493388475344952
1146,"1-1/2 STORY FINISHED ALL AGES",52,6240,225,1576,1042,149000,-0.06181492591789946747,-0.01999031565211517446,-0.17488020944026894915,0.01140472896945422263,-0.00252527856870614083,-0.04432883750925004722
1215,"SPLIT FOYER",69,10205,300,999,925,134500,-0.00359574783570768664,-0.00145751516600893220,-0.12198881310740576157,-0.09729911428600922877,-0.02167421473891890679,-0.06446492971866540619
1210,"1-STORY 1946 & NEWER ALL STYLES",85,10182,500,1660,1660,290000,0.05119877271223751884,-0.00156501943112379817,0.01905491044689607200,0.02722989852484231607,0.09862038427908436653,0.15147730052713378836
224,"1-STORY 1946 & NEWER ALL STYLES",70,10500,576,864,864,97000,-0.00017109030146111130,-0.000078656113448694757999,0.07265152539753076876,-0.12273242250002580752,-0.03165784812680761383,-0.11654103026025685183
719,"2-STORY 1946 & NEWER",96,10542,983,2418,1311,341000,0.08887000558894984760,0.00011765602284801701,0.35967550283053500007,0.17003321427465392119,0.04150090801067192791,0.22230079726369815442
756,"2-STORY PUD - 1946 & NEWER",34,3230,440,1471,729,172500,-0.12345876153433782363,-0.03405935208671285143,-0.02325820661939447807,-0.00837673297478089418,-0.05375277447705311301,-0.01169448116985274129
318,"2-STORY 1946 & NEWER",75,9000,1025,1959,1088,270000,0.01695219736977176541,-0.00708980383833125803,0.38929468477693838512,0.08355996634699755345,0.00500336300248862185,0.12370338023828501736
933,"1-STORY 1946 & NEWER ALL STYLES",84,11670,788,1905,1905,320000,0.04777411517799094349,0.00539003911195970460,0.22215787236509071234,0.07338664306139092195,0.13871858395175212430,0.19313818096040694487
647,"1-STORY 1946 & NEWER ALL STYLES",60,7200,420,1048,0,98300,-0.03441766564392686473,-0.01550318110819033396,-0.03736257897482466142,-0.08806776537869950759,-0.17306537676837880859,-0.11473572544148168171
442,"DUPLEX - ALL STYLES AND AGES",92,12108,0,1440,1440,118000,0.07517137545196354623,0.00743729424762541307,-0.33355439843885851192,-0.01421697412022173819,0.06261383763423984935,-0.08737841395696564227
354,"1-STORY 1945 & OLDER",60,8520,484,720,624,105900,-0.03441766564392686473,-0.00933337111029367828,0.00777141256255192532,-0.14986128459497682485,-0.07093771719391072349,-0.10418163573171914873
1296,"1-STORY 1946 & NEWER ALL STYLES",70,8400,288,1052,1052,138500,-0.00017109030146111130,-0.00989426292828428334,-0.13045143652066387158,-0.08731418587606197933,-0.00088861735757684460,-0.05891014566089565199
1238,"2-STORY 1946 & NEWER",41,12393,434,1948,847,195000,-0.09948615879461179623,0.00876941231535310010,-0.02748951832602353307,0.08148762271474435073,-0.03444017218572741743,0.01955117915510212609
593,"1-STORY 1946 & NEWER ALL STYLES",60,6600,816,816,816,138000,-0.03441766564392686473,-0.01830764019814335927,0.24190399366269296904,-0.13177537653167614663,-0.03951382194022823576,-0.05960449366811687127
12,"2-STORY 1946 & NEWER",85,11924,736,2324,1175,345000,0.05119877271223751884,0.00657726012670648531,0.18548650424097223561,0.15232409596267200710,0.01924231553931349910,0.22785558132146790862
479,"1-STORY 1946 & NEWER ALL STYLES",79,10637,826,1718,1705,297000,0.03065082750675806678,0.00056169537875724602,0.24895617984040806072,0.03815680131308647583,0.10598535972916619959,0.16119817262823085821
293,"1-1/2 STORY FINISHED ALL AGES",60,11409,281,1716,768,131000,-0.03441766564392686473,0.00417009940783013859,-0.13538796684506443575,0.03778001156176771170,-0.04736979575364885769,-0.06932536576921394112
1354,"1-1/2 STORY FINISHED ALL AGES",56,14720,666,3238,2033,410000,-0.04811629578091316610,0.01964603948588758326,0.13612120099696659386,0.32451701231534721434,0.15966784745420711612,0.31812082226022641439
1120,"1-STORY 1946 & NEWER ALL STYLES",70,7560,286,1040,1040,133700,-0.00017109030146111130,-0.01382050565421851878,-0.13186187375620688992,-0.08957492438397456411,-0.00285261081093200008,-0.06557588653021935703
495,"1-STORY 1945 & OLDER",50,5784,273,886,190,91300,-0.06866424098639261815,-0.02212170456047947370,-0.14102971578723650910,-0.11858773523551940209,-0.14196881375692218011,-0.12445659754257875156
154,"1-STORY 1946 & NEWER ALL STYLES",NULL,13500,564,1252,1602,235000,NULL,0.01394363933631643179,0.06418890198427265874,-0.04963521074418556637,0.08912774925453444836,0.07509901973279966810
1257,"1-STORY 1946 & NEWER ALL STYLES",91,14303,691,1987,1986,301500,0.07174671791771697089,0.01769694041837023067,0.15375166644125432306,0.08883502286546025126,0.15197553976189942381,0.16744730469322183169
1283,"1-STORY 1946 & NEWER ALL STYLES",61,8800,484,1040,1040,150500,-0.03099300810968028938,-0.00802462353498226647,0.00777141256255192532,-0.08957492438397456411,-0.00285261081093200008,-0.04224579348758638939
657,"1-STORY 1946 & NEWER ALL STYLES",72,10007,312,1053,1053,145500,0.00667822476703203938,-0.00238298666569343055,-0.11352618969414765155,-0.08712579100040259727,-0.00072495123646391498,-0.04918927355979858214
234,"1-STORY 1946 & NEWER ALL STYLES",75,10650,308,894,894,128200,0.01695219736977176541,0.00062245865903956157,-0.11634706416523368822,-0.11708057623024434557,-0.02674786449341972512,-0.07321371460965276906
1306,"1-STORY 1946 & NEWER ALL STYLES",108,13173,840,1652,1652,325000,0.12996589599990875171,0.01241520913229203300,0.25882924048920918907,0.02572273951956725955,0.09731105531018092954,0.20008166103261913762
474,"1-STORY 1946 & NEWER ALL STYLES",110,14977,908,1976,1976,440000,0.13681521106840190240,0.02084728279608412910,0.30678410649767181248,0.08676267923320704855,0.15033887855077012758,0.35978170269349957089
899,"1-STORY 1946 & NEWER ALL STYLES",100,12919,820,2364,2330,611657,0.10256863572593614897,0.01122798811754525228,0.24472486813377900571,0.15985989098904728969,0.20827668542474721432,0.59816109444464524510
935,"1-STORY 1946 & NEWER ALL STYLES",313,27650,505,2069,585,242000,0.83202069052045669692,0.08008213287437527869,0.02258100353575361784,0.10428340266952958058,-0.07732069591731497881,0.08481989183389673795
748,"2-STORY 1945 & OLDER",65,11700,864,2640,1240,265979,-0.01729437797269398801,0.00553026206645735586,0.27575448731572540910,0.21185687667103673958,0.02988061341165392463,0.11811943356421197195
675,"1-STORY 1946 & NEWER ALL STYLES",80,9200,384,1136,1136,140000,0.03407548504100464212,-0.00615498414168024960,-0.06275044921459899147,-0.07148901632067388589,0.01285933681590924378,-0.05682710163923199417
696,"1-STORY 1946 & NEWER ALL STYLES",54,13811,551,1137,1112,176000,-0.05496561084940631678,0.01539728396460874991,0.05502105995324303956,-0.07130062144501450382,0.00893134990919893282,-0.00683404511930420636
969,"1-1/2 STORY FINISHED ALL AGES",50,5925,0,968,600,37900,-0.06866424098639261815,-0.02146265667434051275,-0.33355439843885851192,-0.10313935543145007278,-0.07486570410062103445,-0.19861296471380497014
1179,"1-1/2 STORY FINISHED ALL AGES",54,7681,186,1343,731,154900,-0.05496561084940631678,-0.01325493973774465867,-0.20238373553335780670,-0.03249127705918179847,-0.05342544223482725376,-0.03613553102403965977
264,"1-1/2 STORY FINISHED ALL AGES",50,5500,484,1316,926,130000,-0.06866424098639261815,-0.02344914852972390568,0.00777141256255192532,-0.03757793870198511422,-0.02151054861780597717,-0.07071406178365637967
1253,"1-STORY 1946 & NEWER ALL STYLES",62,9858,288,874,864,130000,-0.02756835057543371404,-0.00307942733969843184,-0.13045143652066387158,-0.12084847374343198687,-0.03165784812680761383,-0.07071406178365637967
270,"1-STORY 1946 & NEWER ALL STYLES",NULL,7917,504,1113,1143,148000,NULL,-0.01215185249569646872,0.02187578491798210867,-0.07582209846083967338,0.01400499966369975115,-0.04571753352369248577
898,"DUPLEX - ALL STYLES AND AGES",64,7018,528,2240,0,142953,-0.02071903550694056336,-0.01635386703214275164,0.03880103174449832870,0.13649892640728391366,-0.17306537676837880859,-0.05272628230858347313
435,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER",21,1890,0,630,630,81000,-0.16797930947954330308,-0.04032264405427460796,-0.33355439843885851192,-0.16681682340432121068,-0.06995572046723314574,-0.13876016649133586863
384,"1-1/2 STORY - UNFINISHED ALL AGES",60,9000,360,784,784,76000,-0.03441766564392686473,-0.00708980383833125803,-0.07967569604111521150,-0.13780401255277637270,-0.04475113781584198372,-0.14570364656354806138
1145,"2 FAMILY CONVERSION - ALL STYLES AND AGES",60,12180,280,924,672,80000,-0.03441766564392686473,0.00777382933841977611,-0.13609318546283594492,-0.11142872996046288363,-0.06308174338049010155,-0.14014886250577830718
351,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",68,7820,617,1869,1869,318061,-0.00702040536995426199,-0.01260524004857220781,0.10156548872616264464,0.06660442753765316761,0.13282660359168665786,0.19044549938840305652
116,"2-STORY PUD - 1946 & NEWER",34,3230,440,1458,729,176000,-0.12345876153433782363,-0.03405935208671285143,-0.02325820661939447807,-0.01082586635835286102,-0.05375277447705311301,-0.00683404511930420636
970,"2 FAMILY CONVERSION - ALL STYLES AND AGES",75,10382,264,1095,588,140000,0.01695219736977176541,-0.00063019973447278974,-0.14737668334718009161,-0.07921320622270855055,-0.07682969755397618993,-0.05682710163923199417
732,"SPLIT OR MULTI-LEVEL",73,9590,438,1146,868,187500,0.01010288230127861473,-0.00433208573321078315,-0.02466864385493749640,-0.06960506756408006524,-0.03100318364235589534,0.00913595904678383697
837,"1-STORY 1945 & OLDER",90,8100,812,1559,1559,153500,0.06832206038347039555,-0.01129649247326079600,0.23908311919160693237,0.00820201608324472752,0.08209010604667847455,-0.03807970544425907374
826,"1-STORY 1946 & NEWER ALL STYLES",114,14803,1220,2084,2078,385000,0.15051384120538820377,0.02003398965999775176,0.52681231524238267285,0.10710932580442031155,0.16703282290428894918,0.28340342189916545063
431,"2-STORY PUD - 1946 & NEWER",21,1680,264,987,483,85400,-0.16797930947954330308,-0.04130420473575816682,-0.14737668334718009161,-0.09955985279392181355,-0.09401464027083380041,-0.13264990402778913901
1226,"SPLIT OR MULTI-LEVEL",65,10482,264,1138,588,145000,-0.01729437797269398801,-0.00016278988614728552,-0.14737668334718009161,-0.07111222656935512176,-0.07682969755397618993,-0.04988362156701980142
491,"2-STORY PUD - 1946 & NEWER",NULL,2665,336,1304,264,115000,NULL,-0.03670021772975195027,-0.09660094286763143152,-0.03983867720989769900,-0.12985752079456538797,-0.09154450200029295792
911,"DUPLEX - ALL STYLES AND AGES",80,11600,480,2274,1105,154300,0.03407548504100464212,0.00506285221813185164,0.00495053809146588865,0.14290435217970290386,0.00778568706140842545,-0.03696874863270512290
462,"2-STORY 1945 & OLDER",60,7200,576,1135,560,155000,-0.03441766564392686473,-0.01550318110819033396,0.07265152539753076876,-0.07167741119633326795,-0.08141234894513821939,-0.03599666142259541591
734,"1-STORY 1946 & NEWER ALL STYLES",80,10000,264,1144,864,131400,0.03407548504100464212,-0.00241570535507621585,-0.14737668334718009161,-0.06998185731539882937,-0.03165784812680761383,-0.06876988736343696570
855,"1-STORY 1946 & NEWER ALL STYLES",102,17920,454,1779,1763,170000,0.10941795079442929966,0.03460315463230371825,-0.01338514597059334972,0.04964888872830878178,0.11547799475371611776,-0.01516622120595883766
1272,"1-STORY 1946 & NEWER ALL STYLES",NULL,9156,462,1489,1489,185750,NULL,-0.00636064447494347145,-0.00774339702842127638,-0.00498562521291201701,0.07063347756877340090,0.00670574102150956950
1248,"SPLIT OR MULTI-LEVEL",NULL,12328,888,1034,1012,169900,NULL,0.00846559591394152235,0.29267973414224162913,-0.09070529363793085650,-0.00743526220209402954,-0.01530509080740308152
436,"2-STORY 1946 & NEWER",43,10667,550,1661,799,212000,-0.09263684372611864555,0.00070191833325489729,0.05431584133547153039,0.02741829340050169813,-0.04229614599914803936,0.04315901140062358145
180,"1-STORY 1945 & OLDER",60,8520,480,968,968,100000,-0.03441766564392686473,-0.00933337111029367828,0.00495053809146588865,-0.10313935543145007278,-0.01463657153106293298,-0.11237494221692953618
1219,"1-1/2 STORY FINISHED ALL AGES",52,6240,0,912,0,80500,-0.06181492591789946747,-0.01999031565211517446,-0.33355439843885851192,-0.11368946846837546841,-0.17306537676837880859,-0.13945451449855708790
967,"1-1/2 STORY FINISHED ALL AGES",130,9600,256,1308,728,160000,0.20530836175333340925,-0.00428534474837823272,-0.15301843228935216495,-0.03908509770726017074,-0.05391644059816604264,-0.02905318135038322316
870,"2-STORY 1946 & NEWER",80,9938,574,1949,1050,236000,0.03407548504100464212,-0.00270549946103802847,0.07124108816198775042,0.08167601759040373280,-0.00121594959980270385,0.07648771574724210665
1397,"1-STORY 1946 & NEWER ALL STYLES",NULL,57200,572,1687,747,160000,NULL,0.21820174305456177522,0.06983065092644473209,0.03231656016764563182,-0.05080678429702037979,-0.02905318135038322316
626,"1-STORY 1946 & NEWER ALL STYLES",87,10000,440,1116,1116,160000,0.05804808778073066952,-0.00241570535507621585,-0.02325820661939447807,-0.07525691383386152719,0.00958601439365065131,-0.02905318135038322316
263,"SPLIT OR MULTI-LEVEL",88,8471,492,1212,506,151000,0.06147274531497724486,-0.00956240193597317535,0.01341316150472399866,-0.05717100577056084896,-0.09025031948523641907,-0.04155144548036517012
836,"1-STORY 1946 & NEWER ALL STYLES",60,9600,436,1067,1067,128000,-0.03441766564392686473,-0.00428534474837823272,-0.02607908109048051474,-0.08448826274117124836,0.00156637445911709975,-0.07349145381254125677
784,"SPLIT FOYER",NULL,9101,602,1110,1097,165500,NULL,-0.00661771989152249877,0.09098720945959000712,-0.07638728308781781957,0.00647635809250498846,-0.02141535327094981114
711,"1-STORY 1945 & OLDER",56,4130,0,729,270,52000,-0.04811629578091316610,-0.02985266345178331347,-0.33355439843885851192,-0.14816573071404238627,-0.12887552406788781023,-0.17903235091016658659
470,"2-STORY 1946 & NEWER",76,9291,506,1710,832,187000,0.02037685490401834075,-0.00572964117970404076,0.02328622215352512701,0.03664964230781141931,-0.03689516400242136178,0.00844161103956261769
780,"DUPLEX - ALL STYLES AND AGES",78,10530,504,1004,975,135000,0.02722616997251149144,0.000061566841048956507514,0.02187578491798210867,-0.09635713990771231844,-0.01349090868327242561,-0.06377058171144418692
768,"1-1/2 STORY FINISHED ALL AGES",75,12508,423,1750,983,160000,0.01695219736977176541,0.00930693364092742995,-0.03524692312151013392,0.04418543733418670190,-0.01218157971436898863,-0.02905318135038322316
1036,"1-STORY 1946 & NEWER ALL STYLES",NULL,11500,290,845,0,84000,NULL,0.00459544236980634743,-0.12904099928512085324,-0.12631192513755406675,-0.17306537676837880859,-0.13459407844800855298
838,"2-STORY PUD - 1946 & NEWER",21,1680,264,987,483,100000,-0.16797930947954330308,-0.04130420473575816682,-0.14737668334718009161,-0.09955985279392181355,-0.09401464027083380041,-0.11237494221692953618
478,"2-STORY 1946 & NEWER",105,13693,694,2643,2153,380000,0.11969192339716902568,0.01484574034358465493,0.15586732229456885056,0.21242206129801488578,0.17930778198775867095,0.27645994182695325788
149,"1-STORY 1946 & NEWER ALL STYLES",63,7500,0,1080,1080,141000,-0.02414369304118713870,-0.01410095156321382131,-0.33355439843885851192,-0.08203912935759928152,0.00369403403358518486,-0.05543840562478955562
1301,"2-STORY 1946 & NEWER",NULL,10762,490,1983,978,225000,NULL,0.00114595768916412629,0.01200272426918098032,0.08808144336282272300,-0.01299991031993363674,0.06121205958837528260
577,"1-1/2 STORY FINISHED ALL AGES",52,6292,216,1477,861,145000,-0.06181492591789946747,-0.01974726253098591227,-0.18122717700021253166,-0.00724636372082460179,-0.03214884649014640270,-0.04988362156701980142
505,"2-STORY PUD - 1946 & NEWER",24,2308,440,1322,855,147000,-0.15770533687680357705,-0.03836887088827400033,-0.02325820661939447807,-0.03644756944802882183,-0.03313084321682398044,-0.04710622953813492432
280,"2-STORY 1946 & NEWER",83,10005,505,2022,1160,192000,0.04434945764374436815,-0.00239233486265994064,0.02258100353575361784,0.09542884351353862353,0.01678732372261955475,0.01538509111177481044
88,"2-STORY PUD - 1946 & NEWER",40,3951,528,1224,612,164500,-0.10291081632885837158,-0.03068932708028596602,0.03880103174449832870,-0.05491026726264826419,-0.07290171064726587897,-0.02280404928539224969
188,"1-1/2 STORY FINISHED ALL AGES",60,10410,180,1656,660,135000,-0.03441766564392686473,-0.00049932497694164855,-0.20661504723998686171,0.02647631902220478781,-0.06504573683384525704,-0.06377058171144418692
461,"2-STORY 1946 & NEWER",75,8004,552,1935,832,263435,0.01695219736977176541,-0.01174520592765328005,0.05572627857101454873,0.07903848933117238389,-0.03689516400242136178,0.11458659090347040828
240,"1-1/2 STORY FINISHED ALL AGES",52,8741,220,1487,735,113000,-0.06181492591789946747,-0.00830039534549431396,-0.17840630252912649499,-0.00536241496423078114,-0.05277077775037553527,-0.09432189402917783502
1057,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",43,7052,484,1364,1364,185850,-0.09263684372611864555,-0.01619494768371208021,0.00777141256255192532,-0.02853498467033477511,0.05017521242965719795,0.00684461062295381336
328,"1-STORY 1946 & NEWER ALL STYLES",80,11600,292,1383,1383,145250,0.03407548504100464212,0.00506285221813185164,-0.12763056204957783491,-0.02495548203280651588,0.05328486873080286080,-0.04953644756340919178
717,"2-STORY 1945 & OLDER",60,10800,704,2554,718,159500,-0.03441766564392686473,0.00132357343152781790,0.16291950847228394224,0.19565491736432988201,-0.05555310180929533887,-0.02974752935760444244
525,"2-STORY 1946 & NEWER",95,11787,834,2398,1379,315750,0.08544534805470327226,0.00593690863450054453,0.25459792878258013406,0.16626531676146627990,0.05263020424635114231,0.18723622289902658103
634,"1-STORY 1946 & NEWER ALL STYLES",80,9250,260,1056,1056,139400,0.03407548504100464212,-0.00592127921751749749,-0.15019755781826612828,-0.08656060637342445107,-0.00023395287312512610,-0.05766031924789745730
1046,"1-STORY 1946 & NEWER ALL STYLES",NULL,13680,452,1733,0,139600,NULL,0.01478497706330233939,-0.01479558320613636805,0.04098272444797720680,-0.17306537676837880859,-0.05738258004500896959
1328,"1-STORY 1946 & NEWER ALL STYLES",60,6600,264,816,816,130500,-0.03441766564392686473,-0.01830764019814335927,-0.14737668334718009161,-0.13177537653167614663,-0.03951382194022823576,-0.07001971377643516039
650,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER",21,1936,0,630,630,84500,-0.16797930947954330308,-0.04010763552404487602,-0.33355439843885851192,-0.16681682340432121068,-0.06995572046723314574,-0.13389973044078733370
703,"2-STORY 1946 & NEWER",82,12438,666,2576,1234,361919,0.04092480010949779281,0.00897974674709957699,0.13612120099696659386,0.19979960462883628743,0.02889861668497634689,0.25135092918981952645
226,"2-STORY PUD - 1946 & NEWER",21,1680,280,1302,630,112000,-0.16797930947954330308,-0.04130420473575816682,-0.13609318546283594492,-0.04021546696121646313,-0.06995572046723314574,-0.09571059004362027357
210,"1-STORY 1946 & NEWER ALL STYLES",75,8250,504,1092,1092,145000,0.01695219736977176541,-0.01059537770077253967,0.02187578491798210867,-0.07977839084968669674,0.00565802748694034034,-0.04988362156701980142
710,"1-STORY 1946 & NEWER ALL STYLES",NULL,7162,408,904,876,109900,NULL,-0.01568079685055402557,-0.04582520238808277144,-0.11519662747365052492,-0.02969385467345245835,-0.09862685167394939453
1161,"2-STORY PUD - 1946 & NEWER",24,2280,440,1456,855,146000,-0.15770533687680357705,-0.03849974564580514151,-0.02325820661939447807,-0.01120265610967162515,-0.03313084321682398044,-0.04849492555257736287
843,"SPLIT OR MULTI-LEVEL",82,9020,490,1165,1127,174900,0.04092480010949779281,-0.00699632186866615719,0.01200272426918098032,-0.06602556492655180601,0.01138634172589287717,-0.00836161073519088877
48,"1-STORY 1946 & NEWER ALL STYLES",84,11096,826,1656,1656,249700,0.04777411517799094349,0.00270710658257131038,0.24895617984040806072,0.02647631902220478781,0.09796571979463264804,0.09551285114510351479
1016,"2-STORY 1946 & NEWER",70,8400,528,1665,810,227000,-0.00017109030146111130,-0.00989426292828428334,0.03880103174449832870,0.02817187290313922639,-0.04049581866690581350,0.06398945161726015970
447,"1-STORY 1946 & NEWER ALL STYLES",137,16492,578,1888,1517,190000,0.22928096449305943664,0.02792854199821551801,0.07406196263307378709,0.07018393017518142685,0.07521612895993543036,0.01260769908288993334
298,"2-STORY 1946 & NEWER",66,7399,576,1950,975,239000,-0.01386972043844741267,-0.01457303551002258057,0.07265152539753076876,0.08186441246606311486,-0.01349090868327242561,0.08065380379056942230
81,"2-STORY 1946 & NEWER",100,13000,509,2142,896,193500,0.10256863572593614897,0.01160659009468891070,0.02540187800683965451,0.11803622859266447131,-0.02642053225119386588,0.01746813513343846827
1015,"1-STORY 1946 & NEWER ALL STYLES",60,11664,240,1082,1082,119200,-0.03441766564392686473,0.00536199452106017434,-0.16430193017369631164,-0.08166233960628051739,0.00402136627581104411,-0.08571197873963471601
954,"2-STORY 1946 & NEWER",NULL,11075,530,1968,784,172000,NULL,0.00260895051442295450,0.04021146898004134704,0.08525552022793199203,-0.04475113781584198372,-0.01238882917707396056
1218,"1-STORY 1946 & NEWER ALL STYLES",72,8640,552,1314,1300,229456,0.00667822476703203938,-0.00877247929230307322,0.05572627857101454873,-0.03795472845330387835,0.03970058067842970205,0.06740008902873078878
800,"1-1/2 STORY FINISHED ALL AGES",60,7200,240,1768,731,175000,-0.03441766564392686473,-0.01550318110819033396,-0.16430193017369631164,0.04757654509605557907,-0.05342544223482725376,-0.00822274113374664491
204,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",NULL,4438,420,848,848,149000,NULL,-0.02841304111894076048,-0.03736257897482466142,-0.12574674051057592055,-0.03427650606461448781,-0.04432883750925004722
1021,"1-STORY 1946 & NEWER ALL STYLES",60,7024,451,1132,1132,176000,-0.03441766564392686473,-0.01632582244124322139,-0.01550080182390787722,-0.07224259582331141415,0.01220467233145752529,-0.00683404511930420636
5,"2-STORY 1946 & NEWER",84,14260,836,2198,1145,250000,0.04777411517799094349,0.01749595418359026385,0.25600836601812315240,0.12858634162958986694,0.01433233190592561039,0.09592945994943624635
1165,"SPLIT OR MULTI-LEVEL",NULL,16157,588,1432,1360,194000,NULL,0.02636271900632507888,0.08111414881078887877,-0.01572413312549679471,0.04952054794520547946,0.01816248314065968754
1077,"1-1/2 STORY FINISHED ALL AGES",60,10800,566,1466,796,170000,-0.03441766564392686473,0.00132357343152781790,0.06559933921981567708,-0.00931870735307780450,-0.04278714436248682823,-0.01516622120595883766
456,"1-STORY 1946 & NEWER ALL STYLES",80,9600,528,1242,1242,175500,0.03407548504100464212,-0.00428534474837823272,0.03880103174449832870,-0.05151915950077938702,0.03020794565387978388,-0.00752839312652542564
796,"2-STORY 1946 & NEWER",70,8400,476,1564,650,171000,-0.00017109030146111130,-0.00989426292828428334,0.00212966362037985197,0.00914399046154163785,-0.06668239804497455327,-0.01377752519151639911
1281,"1-STORY 1946 & NEWER ALL STYLES",67,9808,544,1573,1573,227000,-0.01044506290420083733,-0.00331313226386118395,0.05008452962884247539,0.01083954434247607643,0.08438143174225948928,0.06398945161726015970
1247,"2-STORY 1946 & NEWER",65,8125,615,1553,756,186500,-0.01729437797269398801,-0.01117964001117941994,0.10015505149061962630,0.00707164682928843514,-0.04933378920700401318,0.00774726303234139842
531,"SPLIT OR MULTI-LEVEL",85,10200,600,1509,1461,175000,0.05119877271223751884,-0.00148088565842520741,0.08957677222404698879,-0.00121772769972437572,0.06605082617761137144,-0.00822274113374664491
1429,"1-STORY 1945 & OLDER",60,7200,240,804,788,119000,-0.03441766564392686473,-0.01550318110819033396,-0.16430193017369631164,-0.13403611503958873141,-0.04409647333139026522,-0.08598971794252320372
283,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",34,5063,626,1314,1314,207500,-0.12345876153433782363,-0.02549172956690635911,0.10791245628610622715,-0.03795472845330387835,0.04199190637401071678,0.03690987933563260797
1409,"2-STORY 1945 & OLDER",60,7740,528,1363,622,125500,-0.03441766564392686473,-0.01297916792723261119,0.03880103174449832870,-0.02872337954599415718,-0.07126504943613658273,-0.07696319384864735315
807,"SPLIT OR MULTI-LEVEL",75,9750,384,980,980,135500,0.01695219736977176541,-0.00358422997588997640,-0.06275044921459899147,-0.10087861692353748800,-0.01267257807770777750,-0.06307623370422296764
624,"2-STORY PUD - 1946 & NEWER",NULL,2117,440,1512,756,168500,NULL,-0.03926162369857571338,-0.02325820661939447807,-0.00065254307274622952,-0.04933378920700401318,-0.01724926522762249549
546,"1-1/2 STORY FINISHED ALL AGES",NULL,13837,786,2183,1204,229000,NULL,0.01551881052517338101,0.22074743512954769401,0.12576041849469913596,0.02398863305158845818,0.06676684364614503680
686,"2-STORY PUD - 1946 & NEWER",NULL,5062,577,2090,1190,207500,NULL,-0.02549640366538961415,0.07335674401530227793,0.10823969505837660394,0.02169730735600744345,0.03690987933563260797
1427,"2-STORY 1946 & NEWER",81,10944,525,2127,1223,271000,0.03750014257525121747,0.00199664361311654397,0.03668537589118380120,0.11521030545777374034,0.02709828935273412103,0.12509207625272745591
297,"1-1/2 STORY FINISHED ALL AGES",75,13710,282,1558,910,152000,0.01695219736977176541,0.01492520001779999065,-0.13468274822729292659,0.00801362120758534546,-0.02412920655561285115,-0.04016274946592273157
361,"SPLIT FOYER",NULL,7540,470,912,888,156000,NULL,-0.01391398762388361962,-0.00210164808624920303,-0.11368946846837546841,-0.02772986122009730286,-0.03460796540815297736
681,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",50,8012,264,923,923,143000,-0.06866424098639261815,-0.01170781313978723971,-0.14737668334718009161,-0.11161712483612226569,-0.02200154698114476604,-0.05266101359590467852
1173,"2-STORY PUD - 1946 & NEWER",35,4017,625,1250,625,171900,-0.12003410400009124829,-0.03038083658039113324,0.10720723766833471798,-0.05001200049550433050,-0.07077405107279779386,-0.01252769877851820442
303,"1-STORY 1946 & NEWER ALL STYLES",118,13704,843,1541,1541,205000,0.16421247134237450514,0.01489715542690046040,0.26094489634252371657,0.00481090832137585036,0.07914411586664574133,0.03343813929952651160
1261,"2-STORY 1946 & NEWER",NULL,24682,502,1675,841,181000,NULL,0.06620940857607431349,0.02046534768243909034,0.03005582165973304704,-0.03542216891240499517,0.00010943495290798639
974,"1-STORY 1946 & NEWER ALL STYLES",95,11639,480,1428,1428,182000,0.08544534805470327226,0.00524514205897879829,0.00495053809146588865,-0.01647771262813432297,0.06064984418088469386,0.00149813096735042494
829,"2-STORY 1946 & NEWER",NULL,28698,538,2126,1013,185000,NULL,0.08498058808482656290,0.04585321792221342038,0.11502191058211435827,-0.00727159608098109992,0.00566421901067774059
785,"2-1/2 STORY ALL AGES",35,6300,0,1484,742,128000,-0.12003410400009124829,-0.01970986974311987193,-0.33355439843885851192,-0.00592759959120892734,-0.05162511490258502791,-0.07349145381254125677
1406,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER",44,3842,482,1646,1594,275000,-0.08921218619187207021,-0.03119880381496076562,0.00636097532700890698,0.02459237026561096716,0.08781842028563101137,0.13064686031049721011
643,"SPLIT OR MULTI-LEVEL",75,13860,538,2704,1952,345000,0.01695219736977176541,0.01562631479028824698,0.04585321792221342038,0.22391414871323719173,0.14641089164405981661,0.22785558132146790862
472,"2-STORY 1946 & NEWER",92,11952,534,1969,808,190000,0.07517137545196354623,0.00670813488423762649,0.04303234345112738371,0.08544391510359137410,-0.04082315090913167275,0.01260769908288993334
