"id","landslope","gentle_slope","moderate_slope","severe_slope"
870,"Gentle slope",1,0,0
871,"Gentle slope",1,0,0
872,"Gentle slope",1,0,0
873,"Gentle slope",1,0,0
874,"Gentle slope",1,0,0
875,"Gentle slope",1,0,0
876,"Gentle slope",1,0,0
877,"Moderate Slope",0,1,0
878,"Gentle slope",1,0,0
879,"Gentle slope",1,0,0
880,"Gentle slope",1,0,0
881,"Gentle slope",1,0,0
882,"Gentle slope",1,0,0
883,"Gentle slope",1,0,0
884,"Gentle slope",1,0,0
885,"Gentle slope",1,0,0
886,"Gentle slope",1,0,0
887,"Gentle slope",1,0,0
888,"Gentle slope",1,0,0
889,"Moderate Slope",0,1,0
890,"Gentle slope",1,0,0
891,"Gentle slope",1,0,0
892,"Gentle slope",1,0,0
893,"Gentle slope",1,0,0
894,"Gentle slope",1,0,0
895,"Gentle slope",1,0,0
896,"Gentle slope",1,0,0
897,"Gentle slope",1,0,0
898,"Gentle slope",1,0,0
899,"Gentle slope",1,0,0
900,"Gentle slope",1,0,0
901,"Gentle slope",1,0,0
902,"Gentle slope",1,0,0
903,"Gentle slope",1,0,0
904,"Gentle slope",1,0,0
905,"Gentle slope",1,0,0
906,"Gentle slope",1,0,0
907,"Gentle slope",1,0,0
908,"Gentle slope",1,0,0
909,"Moderate Slope",0,1,0
910,"Gentle slope",1,0,0
911,"Gentle slope",1,0,0
912,"Moderate Slope",0,1,0
913,"Gentle slope",1,0,0
914,"Gentle slope",1,0,0
915,"Gentle slope",1,0,0
916,"Gentle slope",1,0,0
917,"Gentle slope",1,0,0
918,"Gentle slope",1,0,0
919,"Gentle slope",1,0,0
920,"Gentle slope",1,0,0
921,"Gentle slope",1,0,0
922,"Gentle slope",1,0,0
923,"Gentle slope",1,0,0
924,"Gentle slope",1,0,0
925,"Gentle slope",1,0,0
926,"Gentle slope",1,0,0
927,"Gentle slope",1,0,0
928,"Gentle slope",1,0,0
929,"Gentle slope",1,0,0
930,"Gentle slope",1,0,0
931,"Gentle slope",1,0,0
932,"Gentle slope",1,0,0
933,"Gentle slope",1,0,0
934,"Gentle slope",1,0,0
935,"Moderate Slope",0,1,0
936,"Gentle slope",1,0,0
937,"Gentle slope",1,0,0
938,"Gentle slope",1,0,0
939,"Gentle slope",1,0,0
940,"Gentle slope",1,0,0
941,"Gentle slope",1,0,0
942,"Gentle slope",1,0,0
943,"Gentle slope",1,0,0
944,"Gentle slope",1,0,0
945,"Gentle slope",1,0,0
946,"Gentle slope",1,0,0
947,"Gentle slope",1,0,0
948,"Gentle slope",1,0,0
949,"Gentle slope",1,0,0
950,"Gentle slope",1,0,0
951,"Gentle slope",1,0,0
952,"Gentle slope",1,0,0
953,"Gentle slope",1,0,0
954,"Moderate Slope",0,1,0
955,"Gentle slope",1,0,0
956,"Gentle slope",1,0,0
957,"Gentle slope",1,0,0
958,"Gentle slope",1,0,0
959,"Gentle slope",1,0,0
960,"Gentle slope",1,0,0
961,"Gentle slope",1,0,0
962,"Gentle slope",1,0,0
963,"Gentle slope",1,0,0
964,"Gentle slope",1,0,0
965,"Gentle slope",1,0,0
966,"Gentle slope",1,0,0
967,"Gentle slope",1,0,0
968,"Gentle slope",1,0,0
969,"Gentle slope",1,0,0
970,"Gentle slope",1,0,0
971,"Gentle slope",1,0,0
972,"Gentle slope",1,0,0
973,"Gentle slope",1,0,0
974,"Gentle slope",1,0,0
975,"Gentle slope",1,0,0
976,"Gentle slope",1,0,0
977,"Gentle slope",1,0,0
978,"Gentle slope",1,0,0
979,"Moderate Slope",0,1,0
980,"Gentle slope",1,0,0
981,"Gentle slope",1,0,0
982,"Gentle slope",1,0,0
983,"Gentle slope",1,0,0
984,"Gentle slope",1,0,0
985,"Gentle slope",1,0,0
986,"Gentle slope",1,0,0
987,"Gentle slope",1,0,0
988,"Gentle slope",1,0,0
989,"Gentle slope",1,0,0
990,"Gentle slope",1,0,0
991,"Gentle slope",1,0,0
992,"Gentle slope",1,0,0
993,"Moderate Slope",0,1,0
994,"Gentle slope",1,0,0
995,"Gentle slope",1,0,0
996,"Moderate Slope",0,1,0
997,"Gentle slope",1,0,0
998,"Gentle slope",1,0,0
999,"Gentle slope",1,0,0
1000,"Gentle slope",1,0,0
1001,"Gentle slope",1,0,0
1002,"Gentle slope",1,0,0
1003,"Gentle slope",1,0,0
1004,"Gentle slope",1,0,0
1005,"Gentle slope",1,0,0
1006,"Gentle slope",1,0,0
1007,"Gentle slope",1,0,0
1008,"Gentle slope",1,0,0
1009,"Gentle slope",1,0,0
1010,"Gentle slope",1,0,0
1011,"Gentle slope",1,0,0
1012,"Gentle slope",1,0,0
1013,"Gentle slope",1,0,0
1014,"Gentle slope",1,0,0
1015,"Gentle slope",1,0,0
1016,"Gentle slope",1,0,0
1017,"Gentle slope",1,0,0
1018,"Gentle slope",1,0,0
1019,"Gentle slope",1,0,0
1020,"Gentle slope",1,0,0
1021,"Gentle slope",1,0,0
1022,"Gentle slope",1,0,0
1023,"Gentle slope",1,0,0
1024,"Gentle slope",1,0,0
1025,"Gentle slope",1,0,0
1026,"Gentle slope",1,0,0
1027,"Gentle slope",1,0,0
1028,"Gentle slope",1,0,0
1029,"Gentle slope",1,0,0
1030,"Gentle slope",1,0,0
1031,"Gentle slope",1,0,0
1032,"Gentle slope",1,0,0
1033,"Gentle slope",1,0,0
1034,"Gentle slope",1,0,0
1035,"Gentle slope",1,0,0
1036,"Gentle slope",1,0,0
1037,"Gentle slope",1,0,0
1038,"Gentle slope",1,0,0
1039,"Gentle slope",1,0,0
1040,"Gentle slope",1,0,0
1041,"Gentle slope",1,0,0
1042,"Gentle slope",1,0,0
1043,"Gentle slope",1,0,0
1044,"Gentle slope",1,0,0
1045,"Gentle slope",1,0,0
1046,"Gentle slope",1,0,0
1047,"Gentle slope",1,0,0
1048,"Gentle slope",1,0,0
1049,"Gentle slope",1,0,0
1050,"Gentle slope",1,0,0
1051,"Gentle slope",1,0,0
1052,"Gentle slope",1,0,0
1053,"Gentle slope",1,0,0
1054,"Moderate Slope",0,1,0
1055,"Gentle slope",1,0,0
1056,"Gentle slope",1,0,0
1057,"Gentle slope",1,0,0
1058,"Gentle slope",1,0,0
1059,"Gentle slope",1,0,0
1060,"Moderate Slope",0,1,0
1061,"Gentle slope",1,0,0
1062,"Gentle slope",1,0,0
1063,"Gentle slope",1,0,0
1064,"Gentle slope",1,0,0
1065,"Gentle slope",1,0,0
1066,"Moderate Slope",0,1,0
1067,"Gentle slope",1,0,0
1068,"Moderate Slope",0,1,0
1069,"Gentle slope",1,0,0
1070,"Gentle slope",1,0,0
1071,"Gentle slope",1,0,0
1072,"Gentle slope",1,0,0
1073,"Gentle slope",1,0,0
1074,"Gentle slope",1,0,0
1075,"Gentle slope",1,0,0
1076,"Gentle slope",1,0,0
1077,"Gentle slope",1,0,0
1078,"Gentle slope",1,0,0
1079,"Gentle slope",1,0,0
1080,"Gentle slope",1,0,0
1081,"Gentle slope",1,0,0
1082,"Gentle slope",1,0,0
1083,"Gentle slope",1,0,0
1084,"Gentle slope",1,0,0
1085,"Gentle slope",1,0,0
1086,"Gentle slope",1,0,0
1087,"Gentle slope",1,0,0
1088,"Gentle slope",1,0,0
1089,"Gentle slope",1,0,0
1090,"Gentle slope",1,0,0
1091,"Gentle slope",1,0,0
1092,"Gentle slope",1,0,0
1093,"Gentle slope",1,0,0
1094,"Gentle slope",1,0,0
1095,"Gentle slope",1,0,0
1096,"Gentle slope",1,0,0
1097,"Gentle slope",1,0,0
1098,"Gentle slope",1,0,0
1099,"Gentle slope",1,0,0
1100,"Gentle slope",1,0,0
1101,"Gentle slope",1,0,0
1102,"Gentle slope",1,0,0
1103,"Gentle slope",1,0,0
1104,"Gentle slope",1,0,0
1105,"Gentle slope",1,0,0
1106,"Gentle slope",1,0,0
1107,"Gentle slope",1,0,0
1108,"Gentle slope",1,0,0
1109,"Gentle slope",1,0,0
1110,"Gentle slope",1,0,0
1111,"Gentle slope",1,0,0
1112,"Gentle slope",1,0,0
1113,"Gentle slope",1,0,0
1114,"Gentle slope",1,0,0
1115,"Gentle slope",1,0,0
1116,"Gentle slope",1,0,0
1117,"Gentle slope",1,0,0
1118,"Gentle slope",1,0,0
1119,"Gentle slope",1,0,0
1120,"Gentle slope",1,0,0
1121,"Moderate Slope",0,1,0
1122,"Gentle slope",1,0,0
1123,"Gentle slope",1,0,0
1124,"Gentle slope",1,0,0
1125,"Gentle slope",1,0,0
1126,"Gentle slope",1,0,0
1127,"Gentle slope",1,0,0
1128,"Gentle slope",1,0,0
1129,"Gentle slope",1,0,0
1130,"Gentle slope",1,0,0
1131,"Gentle slope",1,0,0
1132,"Gentle slope",1,0,0
1133,"Gentle slope",1,0,0
1134,"Gentle slope",1,0,0
1135,"Gentle slope",1,0,0
1136,"Gentle slope",1,0,0
1137,"Gentle slope",1,0,0
1138,"Gentle slope",1,0,0
1139,"Moderate Slope",0,1,0
1140,"Gentle slope",1,0,0
1141,"Gentle slope",1,0,0
1142,"Gentle slope",1,0,0
1143,"Gentle slope",1,0,0
1144,"Gentle slope",1,0,0
1145,"Gentle slope",1,0,0
1146,"Gentle slope",1,0,0
1147,"Gentle slope",1,0,0
1148,"Gentle slope",1,0,0
1149,"Gentle slope",1,0,0
1150,"Gentle slope",1,0,0
1151,"Gentle slope",1,0,0
1152,"Gentle slope",1,0,0
1153,"Gentle slope",1,0,0
1154,"Gentle slope",1,0,0
1155,"Gentle slope",1,0,0
1156,"Gentle slope",1,0,0
1157,"Gentle slope",1,0,0
1158,"Gentle slope",1,0,0
1159,"Gentle slope",1,0,0
1160,"Gentle slope",1,0,0
1161,"Gentle slope",1,0,0
1162,"Gentle slope",1,0,0
1163,"Gentle slope",1,0,0
1164,"Gentle slope",1,0,0
1165,"Gentle slope",1,0,0
1166,"Gentle slope",1,0,0
1167,"Gentle slope",1,0,0
1168,"Gentle slope",1,0,0
1169,"Gentle slope",1,0,0
1170,"Gentle slope",1,0,0
1171,"Gentle slope",1,0,0
1172,"Gentle slope",1,0,0
1173,"Gentle slope",1,0,0
1174,"Gentle slope",1,0,0
1175,"Gentle slope",1,0,0
1176,"Gentle slope",1,0,0
1177,"Gentle slope",1,0,0
1178,"Gentle slope",1,0,0
1179,"Gentle slope",1,0,0
1180,"Gentle slope",1,0,0
1181,"Gentle slope",1,0,0
1182,"Moderate Slope",0,1,0
1183,"Gentle slope",1,0,0
1184,"Gentle slope",1,0,0
1185,"Moderate Slope",0,1,0
1186,"Gentle slope",1,0,0
1187,"Moderate Slope",0,1,0
1188,"Gentle slope",1,0,0
1189,"Gentle slope",1,0,0
1190,"Gentle slope",1,0,0
1191,"Moderate Slope",0,1,0
1192,"Gentle slope",1,0,0
1193,"Gentle slope",1,0,0
1194,"Gentle slope",1,0,0
1195,"Gentle slope",1,0,0
1196,"Gentle slope",1,0,0
1197,"Gentle slope",1,0,0
1198,"Gentle slope",1,0,0
1199,"Gentle slope",1,0,0
1200,"Gentle slope",1,0,0
1201,"Gentle slope",1,0,0
1202,"Gentle slope",1,0,0
1203,"Gentle slope",1,0,0
1204,"Gentle slope",1,0,0
1205,"Gentle slope",1,0,0
1206,"Gentle slope",1,0,0
1207,"Gentle slope",1,0,0
1208,"Gentle slope",1,0,0
1209,"Gentle slope",1,0,0
1210,"Gentle slope",1,0,0
1211,"Gentle slope",1,0,0
1212,"Moderate Slope",0,1,0
1213,"Gentle slope",1,0,0
1214,"Gentle slope",1,0,0
1215,"Gentle slope",1,0,0
1216,"Gentle slope",1,0,0
1217,"Gentle slope",1,0,0
1218,"Gentle slope",1,0,0
1219,"Gentle slope",1,0,0
1220,"Gentle slope",1,0,0
1221,"Gentle slope",1,0,0
1222,"Gentle slope",1,0,0
1223,"Gentle slope",1,0,0
1224,"Gentle slope",1,0,0
1225,"Gentle slope",1,0,0
1226,"Gentle slope",1,0,0
1227,"Gentle slope",1,0,0
1228,"Gentle slope",1,0,0
1229,"Gentle slope",1,0,0
1230,"Gentle slope",1,0,0
1231,"Gentle slope",1,0,0
1232,"Gentle slope",1,0,0
1233,"Gentle slope",1,0,0
1234,"Gentle slope",1,0,0
1235,"Gentle slope",1,0,0
1236,"Gentle slope",1,0,0
1237,"Gentle slope",1,0,0
1238,"Gentle slope",1,0,0
1239,"Gentle slope",1,0,0
1240,"Gentle slope",1,0,0
1241,"Gentle slope",1,0,0
1242,"Gentle slope",1,0,0
1243,"Gentle slope",1,0,0
1244,"Gentle slope",1,0,0
1245,"Moderate Slope",0,1,0
1246,"Gentle slope",1,0,0
1247,"Gentle slope",1,0,0
1248,"Gentle slope",1,0,0
1249,"Gentle slope",1,0,0
1250,"Gentle slope",1,0,0
1251,"Gentle slope",1,0,0
1252,"Gentle slope",1,0,0
1253,"Gentle slope",1,0,0
1254,"Gentle slope",1,0,0
1255,"Gentle slope",1,0,0
1256,"Gentle slope",1,0,0
1257,"Gentle slope",1,0,0
1258,"Gentle slope",1,0,0
1259,"Gentle slope",1,0,0
1260,"Gentle slope",1,0,0
1261,"Gentle slope",1,0,0
1262,"Gentle slope",1,0,0
1263,"Gentle slope",1,0,0
1264,"Gentle slope",1,0,0
1265,"Gentle slope",1,0,0
1266,"Gentle slope",1,0,0
1267,"Gentle slope",1,0,0
1268,"Gentle slope",1,0,0
1269,"Moderate Slope",0,1,0
1270,"Gentle slope",1,0,0
1271,"Severe Slope",0,0,1
1272,"Gentle slope",1,0,0
1273,"Gentle slope",1,0,0
1274,"Gentle slope",1,0,0
1275,"Gentle slope",1,0,0
1276,"Gentle slope",1,0,0
1277,"Gentle slope",1,0,0
1278,"Gentle slope",1,0,0
1279,"Gentle slope",1,0,0
1280,"Gentle slope",1,0,0
1281,"Gentle slope",1,0,0
1282,"Gentle slope",1,0,0
1283,"Gentle slope",1,0,0
1284,"Gentle slope",1,0,0
1285,"Gentle slope",1,0,0
1286,"Gentle slope",1,0,0
1287,"Gentle slope",1,0,0
1288,"Moderate Slope",0,1,0
1289,"Gentle slope",1,0,0
1290,"Gentle slope",1,0,0
1291,"Gentle slope",1,0,0
1292,"Gentle slope",1,0,0
1293,"Gentle slope",1,0,0
1294,"Gentle slope",1,0,0
1295,"Gentle slope",1,0,0
1296,"Gentle slope",1,0,0
1297,"Gentle slope",1,0,0
1298,"Gentle slope",1,0,0
1299,"Gentle slope",1,0,0
1300,"Gentle slope",1,0,0
1301,"Gentle slope",1,0,0
1302,"Gentle slope",1,0,0
1303,"Gentle slope",1,0,0
1304,"Gentle slope",1,0,0
1305,"Gentle slope",1,0,0
1306,"Gentle slope",1,0,0
1307,"Gentle slope",1,0,0
1308,"Gentle slope",1,0,0
1309,"Gentle slope",1,0,0
1310,"Gentle slope",1,0,0
1311,"Gentle slope",1,0,0
1312,"Gentle slope",1,0,0
1313,"Gentle slope",1,0,0
1314,"Gentle slope",1,0,0
1315,"Gentle slope",1,0,0
1316,"Gentle slope",1,0,0
1317,"Gentle slope",1,0,0
1318,"Gentle slope",1,0,0
1319,"Gentle slope",1,0,0
1320,"Gentle slope",1,0,0
1321,"Gentle slope",1,0,0
1322,"Gentle slope",1,0,0
1323,"Gentle slope",1,0,0
1324,"Gentle slope",1,0,0
1325,"Gentle slope",1,0,0
1326,"Gentle slope",1,0,0
1327,"Moderate Slope",0,1,0
1328,"Gentle slope",1,0,0
1329,"Gentle slope",1,0,0
1330,"Gentle slope",1,0,0
1331,"Gentle slope",1,0,0
1332,"Gentle slope",1,0,0
1333,"Moderate Slope",0,1,0
1334,"Gentle slope",1,0,0
1335,"Gentle slope",1,0,0
1336,"Gentle slope",1,0,0
1337,"Gentle slope",1,0,0
1338,"Moderate Slope",0,1,0
1339,"Gentle slope",1,0,0
1340,"Gentle slope",1,0,0
1341,"Gentle slope",1,0,0
1342,"Gentle slope",1,0,0
1343,"Gentle slope",1,0,0
1344,"Gentle slope",1,0,0
1345,"Gentle slope",1,0,0
1346,"Gentle slope",1,0,0
1347,"Gentle slope",1,0,0
1348,"Gentle slope",1,0,0
1349,"Gentle slope",1,0,0
1350,"Gentle slope",1,0,0
1351,"Gentle slope",1,0,0
1352,"Gentle slope",1,0,0
1353,"Gentle slope",1,0,0
1354,"Gentle slope",1,0,0
1355,"Gentle slope",1,0,0
1356,"Gentle slope",1,0,0
1357,"Gentle slope",1,0,0
1358,"Gentle slope",1,0,0
1359,"Gentle slope",1,0,0
1360,"Gentle slope",1,0,0
1361,"Gentle slope",1,0,0
1362,"Moderate Slope",0,1,0
1363,"Gentle slope",1,0,0
1364,"Gentle slope",1,0,0
1365,"Gentle slope",1,0,0
1366,"Gentle slope",1,0,0
1367,"Gentle slope",1,0,0
1368,"Gentle slope",1,0,0
1369,"Gentle slope",1,0,0
1370,"Gentle slope",1,0,0
1371,"Gentle slope",1,0,0
1372,"Gentle slope",1,0,0
1373,"Gentle slope",1,0,0
1374,"Gentle slope",1,0,0
1375,"Gentle slope",1,0,0
1376,"Gentle slope",1,0,0
1377,"Gentle slope",1,0,0
1378,"Gentle slope",1,0,0
1379,"Gentle slope",1,0,0
1380,"Gentle slope",1,0,0
1381,"Gentle slope",1,0,0
1382,"Gentle slope",1,0,0
1383,"Gentle slope",1,0,0
1384,"Gentle slope",1,0,0
1385,"Gentle slope",1,0,0
1386,"Gentle slope",1,0,0
1387,"Gentle slope",1,0,0
1388,"Gentle slope",1,0,0
1389,"Gentle slope",1,0,0
1390,"Gentle slope",1,0,0
1391,"Gentle slope",1,0,0
1392,"Gentle slope",1,0,0
1393,"Gentle slope",1,0,0
1394,"Gentle slope",1,0,0
1395,"Gentle slope",1,0,0
1396,"Gentle slope",1,0,0
1397,"Severe Slope",0,0,1
1398,"Gentle slope",1,0,0
1399,"Gentle slope",1,0,0
1400,"Gentle slope",1,0,0
1401,"Gentle slope",1,0,0
1402,"Gentle slope",1,0,0
1403,"Gentle slope",1,0,0
1404,"Gentle slope",1,0,0
1405,"Gentle slope",1,0,0
1406,"Moderate Slope",0,1,0
1407,"Gentle slope",1,0,0
1408,"Gentle slope",1,0,0
1409,"Gentle slope",1,0,0
1410,"Gentle slope",1,0,0
1411,"Gentle slope",1,0,0
1412,"Gentle slope",1,0,0
1413,"Gentle slope",1,0,0
1414,"Gentle slope",1,0,0
1415,"Gentle slope",1,0,0
1416,"Gentle slope",1,0,0
1417,"Gentle slope",1,0,0
1418,"Gentle slope",1,0,0
1419,"Gentle slope",1,0,0
1420,"Gentle slope",1,0,0
1421,"Gentle slope",1,0,0
1422,"Gentle slope",1,0,0
1423,"Gentle slope",1,0,0
1424,"Gentle slope",1,0,0
1425,"Gentle slope",1,0,0
1426,"Gentle slope",1,0,0
1427,"Gentle slope",1,0,0
1428,"Gentle slope",1,0,0
1429,"Gentle slope",1,0,0
1430,"Gentle slope",1,0,0
1431,"Gentle slope",1,0,0
1432,"Gentle slope",1,0,0
1433,"Gentle slope",1,0,0
1434,"Gentle slope",1,0,0
1435,"Moderate Slope",0,1,0
1436,"Gentle slope",1,0,0
1437,"Gentle slope",1,0,0
1438,"Gentle slope",1,0,0
1439,"Gentle slope",1,0,0
1440,"Gentle slope",1,0,0
1441,"Moderate Slope",0,1,0
1442,"Gentle slope",1,0,0
1443,"Gentle slope",1,0,0
1444,"Gentle slope",1,0,0
1445,"Gentle slope",1,0,0
1446,"Gentle slope",1,0,0
1447,"Gentle slope",1,0,0
1448,"Gentle slope",1,0,0
1449,"Gentle slope",1,0,0
1450,"Gentle slope",1,0,0
1451,"Gentle slope",1,0,0
1452,"Gentle slope",1,0,0
1453,"Gentle slope",1,0,0
1454,"Gentle slope",1,0,0
1455,"Gentle slope",1,0,0
1456,"Gentle slope",1,0,0
1457,"Gentle slope",1,0,0
1458,"Gentle slope",1,0,0
1459,"Gentle slope",1,0,0
1460,"Gentle slope",1,0,0
