"id","mssubclass","lotshape","lotshape_mean"
796,"2-STORY 1946 & NEWER","Regular",0.63
1281,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1247,"2-STORY 1946 & NEWER","Regular",0.63
531,"SPLIT OR MULTI-LEVEL","Regular",0.63
1429,"1-STORY 1945 & OLDER","Regular",0.63
283,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
1409,"2-STORY 1945 & OLDER","Regular",0.63
807,"SPLIT OR MULTI-LEVEL","Regular",0.63
624,"2-STORY PUD - 1946 & NEWER","Regular",0.63
546,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
686,"2-STORY PUD - 1946 & NEWER","Slightly irregular",0.33
1427,"2-STORY 1946 & NEWER","Slightly irregular",0.33
297,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
361,"SPLIT FOYER","Slightly irregular",0.33
681,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
1173,"2-STORY PUD - 1946 & NEWER","Slightly irregular",0.33
303,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1261,"2-STORY 1946 & NEWER","Irregular",0.01
974,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
829,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
785,"2-1/2 STORY ALL AGES","Regular",0.63
1406,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
643,"SPLIT OR MULTI-LEVEL","Regular",0.63
472,"2-STORY 1946 & NEWER","Regular",0.63
444,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
537,"2-STORY 1946 & NEWER","Slightly irregular",0.33
233,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1149,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1370,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular",0.03
1115,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1401,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
93,"1-STORY 1945 & OLDER","Slightly irregular",0.33
89,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
373,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
252,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
343,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
31,"2-STORY 1945 & OLDER","Regular",0.63
1383,"2-STORY 1945 & OLDER","Regular",0.63
1199,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1345,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1316,"2-STORY 1946 & NEWER","Regular",0.63
723,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
497,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1086,"SPLIT FOYER","Regular",0.63
884,"2-1/2 STORY ALL AGES","Regular",0.63
155,"1-STORY 1945 & OLDER","Regular",0.63
722,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
953,"SPLIT FOYER","Regular",0.63
609,"2-STORY 1945 & OLDER","Regular",0.63
416,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1286,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
195,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1153,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1137,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1097,"2-STORY 1945 & OLDER","Regular",0.63
199,"2-1/2 STORY ALL AGES","Regular",0.63
1374,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
369,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
441,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
243,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1264,"2-STORY 1945 & OLDER","Regular",0.63
902,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1309,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1142,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1047,"2-STORY 1946 & NEWER","Slightly irregular",0.33
740,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1178,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
892,"2-STORY 1946 & NEWER","Regular",0.63
856,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1083,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
230,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
503,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1154,"1-STORY 1945 & OLDER","Regular",0.63
78,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
573,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1356,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
1451,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
994,"2-STORY 1946 & NEWER","Regular",0.63
987,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1099,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
852,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
250,"1-1/2 STORY FINISHED ALL AGES","Moderately Irregular",0.03
611,"2-STORY 1946 & NEWER","Regular",0.63
621,"1-STORY 1945 & OLDER","Regular",0.63
865,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1246,"SPLIT OR MULTI-LEVEL","Regular",0.63
1382,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1206,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
962,"2-STORY 1946 & NEWER","Slightly irregular",0.33
106,"2-STORY 1946 & NEWER","Regular",0.63
1200,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1010,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
178,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
795,"2-STORY 1946 & NEWER","Slightly irregular",0.33
809,"SPLIT OR MULTI-LEVEL","Regular",0.63
8,"2-STORY 1946 & NEWER","Slightly irregular",0.33
585,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
934,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
908,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
1310,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
708,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
455,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
370,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
684,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
713,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
1135,"2-STORY 1946 & NEWER","Slightly irregular",0.33
448,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1205,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1156,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
930,"2-STORY 1946 & NEWER","Slightly irregular",0.33
396,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1395,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
701,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1092,"2-STORY PUD - 1946 & NEWER","Regular",0.63
132,"2-STORY 1946 & NEWER","Slightly irregular",0.33
514,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
322,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1414,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1234,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
854,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
389,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1056,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
916,"2-STORY PUD - 1946 & NEWER","Regular",0.63
863,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
114,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
60,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1106,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1052,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
289,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1413,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
754,"2-STORY 1946 & NEWER","Regular",0.63
518,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1299,"2-STORY 1946 & NEWER","Irregular",0.01
65,"2-STORY 1946 & NEWER","Regular",0.63
583,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1202,"2-STORY 1946 & NEWER","Regular",0.63
693,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1400,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
98,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
744,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
715,"2-STORY 1946 & NEWER","Slightly irregular",0.33
527,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
490,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Regular",0.63
235,"2-STORY 1946 & NEWER","Regular",0.63
1132,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
627,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
763,"2-STORY 1946 & NEWER","Regular",0.63
119,"2-STORY 1946 & NEWER","Regular",0.63
306,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
286,"2-STORY PUD - 1946 & NEWER","Slightly irregular",0.33
376,"1-STORY 1945 & OLDER","Slightly irregular",0.33
147,"1-STORY 1945 & OLDER","Regular",0.63
860,"2-STORY 1946 & NEWER","Slightly irregular",0.33
480,"1-STORY 1945 & OLDER","Regular",0.63
338,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1066,"2-STORY 1946 & NEWER","Regular",0.63
358,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
412,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
989,"2-STORY 1946 & NEWER","Slightly irregular",0.33
26,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
950,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
564,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
535,"2-STORY 1946 & NEWER","Slightly irregular",0.33
72,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1168,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1159,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1260,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
642,"2-STORY 1946 & NEWER","Regular",0.63
77,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
232,"2-STORY 1946 & NEWER","Slightly irregular",0.33
725,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
131,"2-STORY 1946 & NEWER","Regular",0.63
310,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
37,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
832,"2-STORY PUD - 1946 & NEWER","Regular",0.63
907,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1001,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
584,"2-1/2 STORY ALL AGES","Regular",0.63
746,"2-STORY 1946 & NEWER","Slightly irregular",0.33
806,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
353,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
939,"2-STORY 1946 & NEWER","Regular",0.63
834,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
831,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
813,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1164,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1298,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Regular",0.63
574,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
1335,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1443,"2-STORY 1946 & NEWER","Regular",0.63
225,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1305,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1344,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
333,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1446,"SPLIT FOYER","Regular",0.63
174,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
45,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1375,"2-STORY 1946 & NEWER","Regular",0.63
134,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
891,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1430,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1297,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1419,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
918,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1241,"2-STORY 1946 & NEWER","Regular",0.63
1293,"2-STORY 1945 & OLDER","Regular",0.63
975,"2-STORY 1945 & OLDER","Slightly irregular",0.33
36,"2-STORY 1946 & NEWER","Regular",0.63
848,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1303,"2-STORY 1946 & NEWER","Regular",0.63
430,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
102,"2-STORY 1946 & NEWER","Regular",0.63
1292,"2-STORY PUD - 1946 & NEWER","Regular",0.63
158,"2-STORY 1946 & NEWER","Regular",0.63
533,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
915,"2-STORY PUD - 1946 & NEWER","Regular",0.63
459,"2-STORY 1945 & OLDER","Regular",0.63
207,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
979,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
123,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1418,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1180,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
871,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
881,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
385,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
1410,"2-STORY 1946 & NEWER","Slightly irregular",0.33
492,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
544,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
1442,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
365,"2-STORY 1946 & NEWER","Slightly irregular",0.33
704,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
157,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
606,"2-STORY 1946 & NEWER","Regular",0.63
308,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
618,"1-1/2 STORY - UNFINISHED ALL AGES","Regular",0.63
880,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1072,"2-STORY 1946 & NEWER","Regular",0.63
313,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
1080,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
140,"2-STORY 1946 & NEWER","Slightly irregular",0.33
137,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
248,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
208,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
614,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
392,"2-STORY 1946 & NEWER","Slightly irregular",0.33
24,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
191,"2-STORY 1945 & OLDER","Regular",0.63
966,"2-STORY 1946 & NEWER","Regular",0.63
760,"2-STORY 1946 & NEWER","Slightly irregular",0.33
94,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
1055,"2-STORY 1946 & NEWER","Regular",0.63
218,"2-STORY 1945 & OLDER","Regular",0.63
1188,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
49,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
671,"2-STORY 1946 & NEWER","Regular",0.63
580,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1131,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
742,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
912,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
846,"SPLIT FOYER","Slightly irregular",0.33
938,"2-STORY 1946 & NEWER","Regular",0.63
1158,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
1037,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
184,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
87,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
753,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1300,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
477,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
550,"2-STORY 1946 & NEWER","Regular",0.63
394,"1-STORY 1945 & OLDER","Regular",0.63
272,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
781,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1437,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1362,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
867,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
190,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
858,"2-STORY 1946 & NEWER","Regular",0.63
554,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
406,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
424,"2-STORY 1946 & NEWER","Regular",0.63
670,"1-STORY 1945 & OLDER","Regular",0.63
309,"1-STORY 1945 & OLDER","Slightly irregular",0.33
849,"1-1/2 STORY FINISHED ALL AGES","Moderately Irregular",0.03
509,"2-STORY 1945 & OLDER","Regular",0.63
1366,"2-STORY 1946 & NEWER","Regular",0.63
1348,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
919,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1067,"2-STORY 1946 & NEWER","Slightly irregular",0.33
156,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1096,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
932,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1273,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1408,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
641,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
475,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
961,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1433,"1-STORY 1945 & OLDER","Regular",0.63
888,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
1235,"2-STORY 1945 & OLDER","Regular",0.63
282,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
733,"2-STORY 1946 & NEWER","Slightly irregular",0.33
269,"1-STORY 1945 & OLDER","Regular",0.63
261,"SPLIT OR MULTI-LEVEL","Regular",0.63
502,"2-STORY 1946 & NEWER","Regular",0.63
117,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
257,"2-STORY 1946 & NEWER","Slightly irregular",0.33
125,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
40,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1122,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1426,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
700,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Moderately Irregular",0.03
43,"SPLIT FOYER","Slightly irregular",0.33
1308,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1258,"1-STORY 1945 & OLDER","Regular",0.63
1166,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
587,"1-STORY 1945 & OLDER","Regular",0.63
1444,"1-STORY 1945 & OLDER","Regular",0.63
1090,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
187,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
349,"2-STORY PUD - 1946 & NEWER","Regular",0.63
914,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
766,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
728,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1150,"2-STORY 1945 & OLDER","Regular",0.63
1119,"SPLIT OR MULTI-LEVEL","Regular",0.63
506,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1416,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
242,"1-STORY 1945 & OLDER","Regular",0.63
331,"DUPLEX - ALL STYLES AND AGES","Slightly irregular",0.33
1024,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
913,"1-STORY 1945 & OLDER","Regular",0.63
599,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
677,"2-STORY 1945 & OLDER","Regular",0.63
1232,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1028,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
29,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
4,"2-STORY 1945 & OLDER","Slightly irregular",0.33
698,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
96,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
466,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
201,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
844,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
980,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1039,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1201,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
631,"2-STORY 1945 & OLDER","Regular",0.63
1314,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1196,"2-STORY 1946 & NEWER","Slightly irregular",0.33
107,"1-STORY 1945 & OLDER","Regular",0.63
6,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
446,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1163,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
749,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
86,"2-STORY 1946 & NEWER","Regular",0.63
1148,"2-STORY 1945 & OLDER","Regular",0.63
920,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1058,"2-STORY 1946 & NEWER","Moderately Irregular",0.03
219,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
363,"SPLIT FOYER","Regular",0.63
1432,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
231,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
66,"2-STORY 1946 & NEWER","Regular",0.63
661,"2-STORY 1946 & NEWER","Regular",0.63
512,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
340,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1213,"1-STORY 1945 & OLDER","Regular",0.63
873,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
523,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
356,"1-STORY 1946 & NEWER ALL STYLES","Moderately Irregular",0.03
458,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1311,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
414,"1-STORY 1945 & OLDER","Regular",0.63
640,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
1053,"2-STORY 1946 & NEWER","Regular",0.63
368,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
1452,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
735,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
538,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
166,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular",0.63
595,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
142,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
924,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
872,"2-STORY 1946 & NEWER","Regular",0.63
410,"2-STORY 1946 & NEWER","Regular",0.63
1140,"1-STORY 1945 & OLDER","Slightly irregular",0.33
1054,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
792,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
896,"2-STORY 1946 & NEWER","Regular",0.63
1381,"1-STORY 1945 & OLDER","Regular",0.63
651,"2-STORY 1946 & NEWER","Regular",0.63
381,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
38,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1005,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular",0.63
359,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
597,"2-STORY 1945 & OLDER","Regular",0.63
1291,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
193,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1449,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
1435,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1012,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
730,"1-STORY 1945 & OLDER","Regular",0.63
548,"SPLIT FOYER","Regular",0.63
1212,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
217,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
1087,"2-STORY PUD - 1946 & NEWER","Regular",0.63
1457,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
709,"2-STORY 1946 & NEWER","Slightly irregular",0.33
47,"1-1/2 STORY FINISHED ALL AGES","Slightly irregular",0.33
1105,"2-STORY PUD - 1946 & NEWER","Regular",0.63
886,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Slightly irregular",0.33
177,"2-STORY 1946 & NEWER","Slightly irregular",0.33
1332,"SPLIT OR MULTI-LEVEL","Slightly irregular",0.33
727,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
985,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1405,"1-1/2 STORY FINISHED ALL AGES","Regular",0.63
810,"2-1/2 STORY ALL AGES","Regular",0.63
779,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1231,"DUPLEX - ALL STYLES AND AGES","Slightly irregular",0.33
1276,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
1117,"SPLIT OR MULTI-LEVEL","Regular",0.63
110,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1251,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
931,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
145,"DUPLEX - ALL STYLES AND AGES","Regular",0.63
557,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
1189,"2-STORY 1946 & NEWER","Slightly irregular",0.33
718,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
485,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular",0.33
623,"1-STORY 1946 & NEWER ALL STYLES","Regular",0.63
